#             iks              ib         Eks[eV]         Ein[eV]      Sc_Ein[eV]        Eout[eV]       Diff.[eV]
         1.000000      114.000000        4.943649        4.464266        1.723130        4.470934        0.006668
         1.000000      115.000000        4.943670        4.464097        1.722929        4.470758        0.006662
         1.000000      116.000000        4.943685        4.464407        1.723234        4.471079        0.006671
         1.000000      117.000000        4.943692        4.464032        1.722837        4.470693        0.006660
         1.000000      118.000000        5.074025        4.588416        1.727857        4.593782        0.005366
         1.000000      119.000000        5.074036        4.588248        1.727679        4.593613        0.005365
         1.000000      120.000000        5.074043        4.588480        1.727897        4.593847        0.005367
         1.000000      121.000000        5.074067        4.588214        1.727606        4.593579        0.005365
         1.000000      122.000000        5.074072        4.588227        1.727614        4.593592        0.005365
         1.000000      123.000000        5.074101        4.588362        1.727714        4.593727        0.005366
         1.000000      124.000000        5.074107        4.587891        1.727234        4.593254        0.005362
         1.000000      125.000000        5.074134        4.587958        1.727270        4.593320        0.005363
         1.000000      126.000000        6.270341        5.838448        1.280830        5.839985        0.001537
         1.000000      127.000000        6.270345        5.838456        1.280835        5.839993        0.001537
         1.000000      128.000000        6.270355        5.838342        1.280705        5.839879        0.001537
         1.000000      129.000000        6.943715        7.220687       -3.513611        7.219389       -0.001298
         1.000000      130.000000        6.943725        7.220927       -3.513384        7.219629       -0.001298
         1.000000      131.000000        6.943749        7.220939       -3.513402        7.219640       -0.001298
         1.000000      132.000000        6.943756        7.221461       -3.512887        7.220163       -0.001298
         1.000000      133.000000        6.943759        7.220726       -3.513626        7.219428       -0.001298
         1.000000      134.000000        6.943762        7.221076       -3.513284        7.219778       -0.001298
         1.000000      135.000000        7.371397        7.682513       -3.607238        7.681487       -0.001027
         1.000000      136.000000        7.371404        7.682094       -3.607669        7.681065       -0.001028
         1.000000      137.000000        7.371410        7.682555       -3.607210        7.681528       -0.001027
         1.000000      138.000000        7.371431        7.681050       -3.608742        7.680018       -0.001032
         1.000000      139.000000        7.371433        7.681584       -3.608207        7.680554       -0.001030
         1.000000      140.000000        7.371438        7.680117       -3.609685        7.679082       -0.001035
         1.000000      141.000000        7.775745        8.142228       -3.847321        8.139781       -0.002447
         1.000000      142.000000        7.775750        8.142000       -3.847557        8.139550       -0.002450
         1.000000      143.000000        7.775758        8.141627       -3.847945        8.139173       -0.002454
         1.000000      144.000000        7.775782        8.140560       -3.849046        8.138094       -0.002466
         1.000000      145.000000        8.686194        9.037025       -4.003511        9.045962        0.008937
         1.000000      146.000000        8.686201        9.036612       -4.003850        9.045611        0.008999
         1.000000      147.000000        8.686201        9.036938       -4.003586        9.045892        0.008953
         1.000000      148.000000        8.686218        9.036693       -4.003812        9.045671        0.008977
         1.000000      149.000000        8.686222        9.036121       -4.004210        9.045239        0.009117
         1.000000      150.000000        8.686224        9.036686       -4.003836        9.045655        0.008969
         1.000000      151.000000        8.686235        9.035093       -4.005040        9.044379        0.009286
         1.000000      152.000000        8.686241        9.034829       -4.005356        9.044082        0.009254
         1.000000      153.000000        8.686244        9.035199       -4.005040        9.044414        0.009214
         1.000000      154.000000        8.686263        9.034277       -4.005739        9.043676        0.009399
         1.000000      155.000000        8.686267        9.034202       -4.005860        9.043573        0.009371
         1.000000      156.000000        8.686282        9.031625       -4.007910        9.041426        0.009801
         1.000000      157.000000        8.810982        9.192497       -3.998882        9.190177       -0.002320
         1.000000      158.000000        8.810987        9.192004       -3.999392        9.189676       -0.002328
         1.000000      159.000000        8.810988        9.192664       -3.998721        9.190346       -0.002318
         1.000000      160.000000        9.361942        9.714033       -4.171007        9.697016       -0.017017
         1.000000      161.000000        9.361945        9.713712       -4.171323        9.696697       -0.017015
         1.000000      162.000000        9.361946        9.714397       -4.170625        9.697391       -0.017006
         1.000000      163.000000        9.361960        9.712116       -4.172994        9.695061       -0.017055
         1.000000      164.000000        9.361960        9.713498       -4.171551        9.696482       -0.017015
         1.000000      165.000000        9.361968        9.712080       -4.173000        9.695053       -0.017026
         1.000000      166.000000        9.574620        9.988099       -4.185233        9.997179        0.009080
         1.000000      167.000000        9.574626        9.988177       -4.185146        9.997272        0.009095
         1.000000      168.000000        9.574627        9.988037       -4.185307        9.997117        0.009079
         1.000000      169.000000        9.574639        9.987162       -4.185833        9.996513        0.009351
         1.000000      170.000000        9.574643        9.987191       -4.185869        9.996497        0.009306
         1.000000      171.000000        9.574645        9.986572       -4.186478        9.995883        0.009310
         1.000000      172.000000        9.574664        9.985758       -4.187209        9.995140        0.009381
         1.000000      173.000000        9.574671        9.985348       -4.187634        9.994723        0.009375
         1.000000      174.000000        9.601811        9.976316       -4.539398       10.037209        0.060893
         1.000000      175.000000       10.505708       10.762216       -4.254176       10.777350        0.015134
         1.000000      176.000000       10.505716       10.762144       -4.254268       10.777270        0.015126
         1.000000      177.000000       10.505724       10.762053       -4.254366       10.777177        0.015124
         1.000000      178.000000       10.505729       10.762233       -4.254184       10.777359        0.015126
         1.000000      179.000000       10.505734       10.762213       -4.254220       10.777339        0.015126
         1.000000      180.000000       10.505735       10.762216       -4.254221       10.777336        0.015120
         1.000000      181.000000       10.505736       10.762171       -4.254263       10.777299        0.015128
         1.000000      182.000000       10.505743       10.762028       -4.254441       10.777133        0.015105
         1.000000      183.000000       10.505752       10.761933       -4.254525       10.777047        0.015114
         1.000000      184.000000       10.505753       10.761881       -4.254587       10.776988        0.015108
