#             iks              ib         Eks[eV]         Ein[eV]      Sc_Ein[eV]        Eout[eV]       Diff.[eV]
         1.000000      175.000000       10.505708       10.777350       -4.258170       10.777350        0.000000
         1.000000      176.000000       10.505716       10.777270       -4.258260       10.777270        0.000000
         1.000000      177.000000       10.505724       10.777177       -4.258358       10.777177        0.000000
         1.000000      178.000000       10.505729       10.777359       -4.258176       10.777359        0.000000
         1.000000      179.000000       10.505734       10.777339       -4.258212       10.777339        0.000000
         1.000000      180.000000       10.505735       10.777336       -4.258212       10.777336        0.000000
         1.000000      181.000000       10.505736       10.777299       -4.258256       10.777299        0.000000
         1.000000      182.000000       10.505743       10.777133       -4.258428       10.777133        0.000000
         1.000000      183.000000       10.505752       10.777047       -4.258514       10.777047        0.000000
         1.000000      184.000000       10.505753       10.776988       -4.258575       10.776988        0.000000
