#             iks              ib         Eks[eV]         Ein[eV]      Sc_Ein[eV]        Eout[eV]       Diff.[eV]
         1.000000       59.000000        2.410432        1.876474        2.479400        1.876474        0.000000
         1.000000       60.000000        2.410446        1.875643        2.478563        1.875643        0.000000
         1.000000       61.000000        2.410461        1.875558        2.478450        1.875558        0.000000
         1.000000       62.000000        2.410465        1.875840        2.478727        1.875840        0.000000
         1.000000       63.000000        2.410471        1.875595        2.478480        1.875595        0.000000
         1.000000       64.000000        2.410478        1.875712        2.478580        1.875712        0.000000
         1.000000       65.000000        2.410483        1.875727        2.478593        1.875727        0.000000
         1.000000       66.000000        2.410488        1.876047        2.478897        1.876047        0.000000
         1.000000       67.000000        2.410502        1.876041        2.478868        1.876041        0.000000
         1.000000       68.000000        2.410515        1.876029        2.478850        1.876029        0.000000
         1.000000       69.000000        2.410519        1.875339        2.478165        1.875339        0.000000
         1.000000       70.000000        2.510188        2.053862        2.429158        2.053862        0.000000
         1.000000       71.000000        2.510197        2.053117        2.428834        2.053117        0.000000
         1.000000       72.000000        2.510201        2.052944        2.428654        2.052944        0.000000
         1.000000       73.000000        2.510206        2.052931        2.428659        2.052931        0.000000
         1.000000       74.000000        2.510220        2.053737        2.428996        2.053737        0.000000
         1.000000       75.000000        2.510227        2.052364        2.428558        2.052364        0.000000
         1.000000       76.000000        2.510238        2.052686        2.428470        2.052686        0.000000
         1.000000       77.000000        2.510247        2.052633        2.428352        2.052633        0.000000
         1.000000       78.000000        2.510256        2.052785        2.428480        2.052785        0.000000
         1.000000       79.000000        2.510260        2.052070        2.428130        2.052070        0.000000
         1.000000       80.000000        2.510265        2.052777        2.428465        2.052777        0.000000
         1.000000       81.000000        2.510282        2.052537        2.428228        2.052537        0.000000
         1.000000       82.000000        2.748943        2.258563        2.593248        2.258563        0.000000
         1.000000       83.000000        2.748952        2.259356        2.594072        2.259356        0.000000
         1.000000       84.000000        2.748960        2.258625        2.593291        2.258625        0.000000
         1.000000       85.000000        2.748970        2.258951        2.593631        2.258951        0.000000
         1.000000       86.000000        2.748981        2.258531        2.593174        2.258531        0.000000
         1.000000       87.000000        2.748992        2.258964        2.593625        2.258964        0.000000
         1.000000       88.000000        3.417823        2.878694        2.337530        2.878694        0.000000
         1.000000       89.000000        3.417836        2.878463        2.337282        2.878463        0.000000
         1.000000       90.000000        3.417845        2.878406        2.337215        2.878406        0.000000
         1.000000       91.000000        3.417856        2.878085        2.336890        2.878085        0.000000
         1.000000       92.000000        3.417859        2.878295        2.337093        2.878295        0.000000
         1.000000       93.000000        3.417871        2.877969        2.336755        2.877969        0.000000
         1.000000       94.000000        4.378937        3.919296        1.844947        3.919296        0.000000
         1.000000       95.000000        4.378948        3.919212        1.844854        3.919212        0.000000
         1.000000       96.000000        4.378965        3.919031        1.844649        3.919031        0.000000
         1.000000       97.000000        4.378974        3.919155        1.844764        3.919155        0.000000
         1.000000       98.000000        4.378989        3.919214        1.844806        3.919214        0.000000
         1.000000       99.000000        4.378994        3.919034        1.844617        3.919034        0.000000
         1.000000      100.000000        4.379001        3.919061        1.844644        3.919061        0.000000
         1.000000      101.000000        4.379003        3.919127        1.844700        3.919127        0.000000
         1.000000      102.000000        4.379014        3.919131        1.844688        3.919131        0.000000
         1.000000      103.000000        4.379033        3.918812        1.844351        3.918812        0.000000
         1.000000      104.000000        4.379052        3.919078        1.844594        3.919078        0.000000
         1.000000      105.000000        4.379058        3.918824        1.844332        3.918824        0.000000
         1.000000      106.000000        4.943559        4.471549        1.721855        4.471549        0.000000
         1.000000      107.000000        4.943579        4.471466        1.721753        4.471466        0.000000
         1.000000      108.000000        4.943603        4.471176        1.721424        4.471176        0.000000
         1.000000      109.000000        4.943614        4.470972        1.721210        4.470972        0.000000
         1.000000      110.000000        4.943616        4.470730        1.720959        4.470730        0.000000
         1.000000      111.000000        4.943633        4.471214        1.721431        4.471214        0.000000
         1.000000      112.000000        4.943636        4.470769        1.720980        4.470769        0.000000
         1.000000      113.000000        4.943640        4.471298        1.721509        4.471298        0.000000
         1.000000      114.000000        4.943649        4.470934        1.721132        4.470934        0.000000
         1.000000      115.000000        4.943670        4.470758        1.720933        4.470758        0.000000
         1.000000      116.000000        4.943685        4.471079        1.721234        4.471079        0.000000
         1.000000      117.000000        4.943692        4.470693        1.720841        4.470693        0.000000
         1.000000      118.000000        5.074025        4.593782        1.726235        4.593782        0.000000
         1.000000      119.000000        5.074036        4.593613        1.726056        4.593613        0.000000
         1.000000      120.000000        5.074043        4.593847        1.726274        4.593847        0.000000
         1.000000      121.000000        5.074067        4.593579        1.725984        4.593579        0.000000
         1.000000      122.000000        5.074072        4.593592        1.725992        4.593592        0.000000
         1.000000      123.000000        5.074101        4.593727        1.726091        4.593727        0.000000
         1.000000      124.000000        5.074107        4.593254        1.725613        4.593254        0.000000
         1.000000      125.000000        5.074134        4.593320        1.725649        4.593320        0.000000
         1.000000      126.000000        6.270341        5.839985        1.280381        5.839985        0.000000
         1.000000      127.000000        6.270345        5.839993        1.280386        5.839993        0.000000
         1.000000      128.000000        6.270355        5.839879        1.280256        5.839879        0.000000
         1.000000      129.000000        6.943715        7.219389       -3.513271        7.219389        0.000000
         1.000000      130.000000        6.943725        7.219629       -3.513045        7.219629        0.000000
         1.000000      131.000000        6.943749        7.219640       -3.513062        7.219640        0.000000
         1.000000      132.000000        6.943756        7.220163       -3.512548        7.220163        0.000000
         1.000000      133.000000        6.943759        7.219428       -3.513287        7.219428        0.000000
         1.000000      134.000000        6.943762        7.219778       -3.512944        7.219778        0.000000
         1.000000      135.000000        7.371397        7.681487       -3.606963        7.681487        0.000000
         1.000000      136.000000        7.371404        7.681065       -3.607394        7.681065        0.000000
         1.000000      137.000000        7.371410        7.681528       -3.606934        7.681528        0.000000
         1.000000      138.000000        7.371431        7.680018       -3.608465        7.680018        0.000000
         1.000000      139.000000        7.371433        7.680554       -3.607931        7.680554        0.000000
         1.000000      140.000000        7.371438        7.679082       -3.609407        7.679082        0.000000
         1.000000      141.000000        7.775745        8.139781       -3.846644        8.139781        0.000000
         1.000000      142.000000        7.775750        8.139550       -3.846879        8.139550        0.000000
         1.000000      143.000000        7.775758        8.139173       -3.847266        8.139173        0.000000
         1.000000      144.000000        7.775782        8.138094       -3.848051        8.138094        0.000000
         1.000000      145.000000        8.686194        9.045962       -4.004092        9.045962        0.000000
         1.000000      146.000000        8.686201        9.045611       -4.004385        9.045611        0.000000
         1.000000      147.000000        8.686201        9.045892       -4.004158        9.045892        0.000000
         1.000000      148.000000        8.686218        9.045671       -4.004367        9.045671        0.000000
         1.000000      149.000000        8.686222        9.045239       -4.004688        9.045239        0.000000
         1.000000      150.000000        8.686224        9.045655       -4.004406        9.045655        0.000000
         1.000000      151.000000        8.686235        9.044379       -4.005431        9.044379        0.000000
         1.000000      152.000000        8.686241        9.044082       -4.004660        9.044082        0.000000
         1.000000      153.000000        8.686244        9.044414       -4.005475        9.044414        0.000000
         1.000000      154.000000        8.686263        9.043676       -4.004949        9.043676        0.000000
         1.000000      155.000000        8.686267        9.043573       -4.005097        9.043573        0.000000
         1.000000      156.000000        8.686282        9.041426       -4.006912        9.041426        0.000000
         1.000000      157.000000        8.810982        9.190177       -3.998232        9.190177        0.000000
         1.000000      158.000000        8.810987        9.189676       -3.998740        9.189676        0.000000
         1.000000      159.000000        8.810988        9.190346       -3.998072        9.190346        0.000000
         1.000000      160.000000        9.361942        9.697016       -4.166545        9.697016        0.000000
         1.000000      161.000000        9.361945        9.696697       -4.166861        9.696697        0.000000
         1.000000      162.000000        9.361946        9.697391       -4.166166        9.697391        0.000000
         1.000000      163.000000        9.361960        9.695061       -4.168518        9.695061        0.000000
         1.000000      164.000000        9.361960        9.696482       -4.167088        9.696482        0.000000
         1.000000      165.000000        9.361968        9.695053       -4.168531        9.695053        0.000000
         1.000000      166.000000        9.574620        9.997179       -4.187687        9.997179        0.000000
         1.000000      167.000000        9.574626        9.997272       -4.187603        9.997272        0.000000
         1.000000      168.000000        9.574627        9.997117       -4.187761        9.997117        0.000000
         1.000000      169.000000        9.574639        9.996513       -4.188663        9.996513        0.000000
         1.000000      170.000000        9.574643        9.996497       -4.188687        9.996497        0.000000
         1.000000      171.000000        9.574645        9.995883       -4.189298        9.995883        0.000000
         1.000000      172.000000        9.574664        9.995140       -4.190048        9.995140        0.000000
         1.000000      173.000000        9.574671        9.994723       -4.190472        9.994723        0.000000
         1.000000      174.000000        9.601811       10.034274       -4.557193       10.034274        0.000000
         1.000000      175.000000       10.505708       10.777350       -4.258170       10.777350        0.000000
         1.000000      176.000000       10.505716       10.777270       -4.258260       10.777270        0.000000
         1.000000      177.000000       10.505724       10.777177       -4.258358       10.777177        0.000000
         1.000000      178.000000       10.505729       10.777359       -4.258176       10.777359        0.000000
         1.000000      179.000000       10.505734       10.777339       -4.258212       10.777339        0.000000
         1.000000      180.000000       10.505735       10.777336       -4.258212       10.777336        0.000000
         1.000000      181.000000       10.505736       10.777299       -4.258256       10.777299        0.000000
         1.000000      182.000000       10.505743       10.777133       -4.258428       10.777133        0.000000
         1.000000      183.000000       10.505752       10.777047       -4.258514       10.777047        0.000000
         1.000000      184.000000       10.505753       10.776988       -4.258575       10.776988        0.000000
